Identifier;DimensionGroupId;DimensionId;Index;Title;Description;DetailRegionCode
BU00590009;GM0059;WijkenEnBuurten;135;Verspreide huizen Gerkesklooster;Buurt 'Verspreide huizen Gerkesklooster' (BU00590009) is een buurt in wijk 'Wijk 00 Noord' in de gemeente 'Achtkarspelen'.;BU00590009
WK005901;GM0059;WijkenEnBuurten;136;Wijk 01 Centrum;Wijk 'Wijk 01 Centrum' (WK005901) is een wijk in de gemeente 'Achtkarspelen'.;WK005901
BU00590100;GM0059;WijkenEnBuurten;137;Stroobos;Buurt 'Stroobos' (BU00590100) is een buurt in wijk 'Wijk 01 Centrum' in de gemeente 'Achtkarspelen'.;BU00590100
BU00590102;GM0059;WijkenEnBuurten;138;Drogeham;Buurt 'Drogeham' (BU00590102) is een buurt in wijk 'Wijk 01 Centrum' in de gemeente 'Achtkarspelen'.;BU00590102
BU00590103;GM0059;WijkenEnBuurten;139;Augustinusga;Buurt 'Augustinusga' (BU00590103) is een buurt in wijk 'Wijk 01 Centrum' in de gemeente 'Achtkarspelen'.;BU00590103
BU00590107;GM0059;WijkenEnBuurten;140;Verspreide huizen Stroobos;Buurt 'Verspreide huizen Stroobos' (BU00590107) is een buurt in wijk 'Wijk 01 Centrum' in de gemeente 'Achtkarspelen'.;BU00590107
BU00590108;GM0059;WijkenEnBuurten;141;Verspreide huizen Drogeham;Buurt 'Verspreide huizen Drogeham' (BU00590108) is een buurt in wijk 'Wijk 01 Centrum' in de gemeente 'Achtkarspelen'.;BU00590108
BU00590109;GM0059;WijkenEnBuurten;142;Verspreide huizen Augustinusga;Buurt 'Verspreide huizen Augustinusga' (BU00590109) is een buurt in wijk 'Wijk 01 Centrum' in de gemeente 'Achtkarspelen'.;BU00590109
WK005902;GM0059;WijkenEnBuurten;143;Wijk 02 Zuid;Wijk 'Wijk 02 Zuid' (WK005902) is een wijk in de gemeente 'Achtkarspelen'.;WK005902
BU00590200;GM0059;WijkenEnBuurten;144;Surhuisterveen;Buurt 'Surhuisterveen' (BU00590200) is een buurt in wijk 'Wijk 02 Zuid' in de gemeente 'Achtkarspelen'.;BU00590200
BU00590201;GM0059;WijkenEnBuurten;145;Harkema;Buurt 'Harkema' (BU00590201) is een buurt in wijk 'Wijk 02 Zuid' in de gemeente 'Achtkarspelen'.;BU00590201
BU00590202;GM0059;WijkenEnBuurten;146;Surhuizum;Buurt 'Surhuizum' (BU00590202) is een buurt in wijk 'Wijk 02 Zuid' in de gemeente 'Achtkarspelen'.;BU00590202
BU00590203;GM0059;WijkenEnBuurten;147;Boelenslaan;Buurt 'Boelenslaan' (BU00590203) is een buurt in wijk 'Wijk 02 Zuid' in de gemeente 'Achtkarspelen'.;BU00590203
BU00590206;GM0059;WijkenEnBuurten;148;Verspreide huizen Surhuisterveen;Buurt 'Verspreide huizen Surhuisterveen' (BU00590206) is een buurt in wijk 'Wijk 02 Zuid' in de gemeente 'Achtkarspelen'.;BU00590206
BU00590207;GM0059;WijkenEnBuurten;149;Verspreide huizen Harkema;Buurt 'Verspreide huizen Harkema' (BU00590207) is een buurt in wijk 'Wijk 02 Zuid' in de gemeente 'Achtkarspelen'.;BU00590207
BU00590208;GM0059;WijkenEnBuurten;150;Verspreide huizen Surhuizum;Buurt 'Verspreide huizen Surhuizum' (BU00590208) is een buurt in wijk 'Wijk 02 Zuid' in de gemeente 'Achtkarspelen'.;BU00590208
BU00590209;GM0059;WijkenEnBuurten;151;Verspreide huizen Boelenslaan;Buurt 'Verspreide huizen Boelenslaan' (BU00590209) is een buurt in wijk 'Wijk 02 Zuid' in de gemeente 'Achtkarspelen'.;BU00590209
GM0482;GM;WijkenEnBuurten;152;Alblasserdam;Gemeente 'Alblasserdam' (GM0482);GM0482
WK048201;GM0482;WijkenEnBuurten;153;Wijk 01 Centrum;Wijk 'Wijk 01 Centrum' (WK048201) is een wijk in de gemeente 'Alblasserdam'.;WK048201
BU04820101;GM0482;WijkenEnBuurten;154;Cortgene;Buurt 'Cortgene' (BU04820101) is een buurt in wijk 'Wijk 01 Centrum' in de gemeente 'Alblasserdam'.;BU04820101
BU04820102;GM0482;WijkenEnBuurten;155;Redersbuurt;Buurt 'Redersbuurt' (BU04820102) is een buurt in wijk 'Wijk 01 Centrum' in de gemeente 'Alblasserdam'.;BU04820102
BU04820103;GM0482;WijkenEnBuurten;156;kerkbuurt;Buurt 'kerkbuurt' (BU04820103) is een buurt in wijk 'Wijk 01 Centrum' in de gemeente 'Alblasserdam'.;BU04820103
BU04820104;GM0482;WijkenEnBuurten;157;Polderbuurt;Buurt 'Polderbuurt' (BU04820104) is een buurt in wijk 'Wijk 01 Centrum' in de gemeente 'Alblasserdam'.;BU04820104
BU04820105;GM0482;WijkenEnBuurten;158;De Werven;Buurt 'De Werven' (BU04820105) is een buurt in wijk 'Wijk 01 Centrum' in de gemeente 'Alblasserdam'.;BU04820105
WK048202;GM0482;WijkenEnBuurten;159;Wijk 02 Kinderdijk;Wijk 'Wijk 02 Kinderdijk' (WK048202) is een wijk in de gemeente 'Alblasserdam'.;WK048202
BU04820201;GM0482;WijkenEnBuurten;160;Dijk;Buurt 'Dijk' (BU04820201) is een buurt in wijk 'Wijk 02 Kinderdijk' in de gemeente 'Alblasserdam'.;BU04820201
BU04820202;GM0482;WijkenEnBuurten;161;Vogelbuurt;Buurt 'Vogelbuurt' (BU04820202) is een buurt in wijk 'Wijk 02 Kinderdijk' in de gemeente 'Alblasserdam'.;BU04820202
BU04820203;GM0482;WijkenEnBuurten;162;Waterland;Buurt 'Waterland' (BU04820203) is een buurt in wijk 'Wijk 02 Kinderdijk' in de gemeente 'Alblasserdam'.;BU04820203
BU04820204;GM0482;WijkenEnBuurten;163;Groene Long;Buurt 'Groene Long' (BU04820204) is een buurt in wijk 'Wijk 02 Kinderdijk' in de gemeente 'Alblasserdam'.;BU04820204
BU04820205;GM0482;WijkenEnBuurten;164;Rivierenbuurt;Buurt 'Rivierenbuurt' (BU04820205) is een buurt in wijk 'Wijk 02 Kinderdijk' in de gemeente 'Alblasserdam'.;BU04820205
BU04820206;GM0482;WijkenEnBuurten;165;Nieuw Kinderdijk;Buurt 'Nieuw Kinderdijk' (BU04820206) is een buurt in wijk 'Wijk 02 Kinderdijk' in de gemeente 'Alblasserdam'.;BU04820206
WK048203;GM0482;WijkenEnBuurten;166;Wijk 03 Blokweer;Wijk 'Wijk 03 Blokweer' (WK048203) is een wijk in de gemeente 'Alblasserdam'.;WK048203
BU04820301;GM0482;WijkenEnBuurten;167;Zeelt;Buurt 'Zeelt' (BU04820301) is een buurt in wijk 'Wijk 03 Blokweer' in de gemeente 'Alblasserdam'.;BU04820301
BU04820302;GM0482;WijkenEnBuurten;168;Middelland;Buurt 'Middelland' (BU04820302) is een buurt in wijk 'Wijk 03 Blokweer' in de gemeente 'Alblasserdam'.;BU04820302
BU04820303;GM0482;WijkenEnBuurten;169;Blokweer Noord;Buurt 'Blokweer Noord' (BU04820303) is een buurt in wijk 'Wijk 03 Blokweer' in de gemeente 'Alblasserdam'.;BU04820303
BU04820304;GM0482;WijkenEnBuurten;170;Blokweer Zuid;Buurt 'Blokweer Zuid' (BU04820304) is een buurt in wijk 'Wijk 03 Blokweer' in de gemeente 'Alblasserdam'.;BU04820304
BU04820305;GM0482;WijkenEnBuurten;171;Drentsebuurt;Buurt 'Drentsebuurt' (BU04820305) is een buurt in wijk 'Wijk 03 Blokweer' in de gemeente 'Alblasserdam'.;BU04820305
BU04820306;GM0482;WijkenEnBuurten;172;Florabuurt;Buurt 'Florabuurt' (BU04820306) is een buurt in wijk 'Wijk 03 Blokweer' in de gemeente 'Alblasserdam'.;BU04820306
BU04820307;GM0482;WijkenEnBuurten;173;Staatsliedenbuurt;Buurt 'Staatsliedenbuurt' (BU04820307) is een buurt in wijk 'Wijk 03 Blokweer' in de gemeente 'Alblasserdam'.;BU04820307
WK048204;GM0482;WijkenEnBuurten;174;Wijk 04 Souburgh;Wijk 'Wijk 04 Souburgh' (WK048204) is een wijk in de gemeente 'Alblasserdam'.;WK048204
BU04820401;GM0482;WijkenEnBuurten;175;Schildersbuurt;Buurt 'Schildersbuurt' (BU04820401) is een buurt in wijk 'Wijk 04 Souburgh' in de gemeente 'Alblasserdam'.;BU04820401
BU04820402;GM0482;WijkenEnBuurten;176;Schrijversbuurt;Buurt 'Schrijversbuurt' (BU04820402) is een buurt in wijk 'Wijk 04 Souburgh' in de gemeente 'Alblasserdam'.;BU04820402
BU04820403;GM0482;WijkenEnBuurten;177;Klein Alblas;Buurt 'Klein Alblas' (BU04820403) is een buurt in wijk 'Wijk 04 Souburgh' in de gemeente 'Alblasserdam'.;BU04820403
BU04820404;GM0482;WijkenEnBuurten;178;Oranjebuurt;Buurt 'Oranjebuurt' (BU04820404) is een buurt in wijk 'Wijk 04 Souburgh' in de gemeente 'Alblasserdam'.;BU04820404
WK048205;GM0482;WijkenEnBuurten;179;Wijk 05 Bedrijventerrein;Wijk 'Wijk 05 Bedrijventerrein' (WK048205) is een wijk in de gemeente 'Alblasserdam'.;WK048205
BU04820501;GM0482;WijkenEnBuurten;180;Vinkenwaard;Buurt 'Vinkenwaard' (BU04820501) is een buurt in wijk 'Wijk 05 Bedrijventerrein' in de gemeente 'Alblasserdam'.;BU04820501
BU04820502;GM0482;WijkenEnBuurten;181;Hoogendijk;Buurt 'Hoogendijk' (BU04820502) is een buurt in wijk 'Wijk 05 Bedrijventerrein' in de gemeente 'Alblasserdam'.;BU04820502
BU04820503;GM0482;WijkenEnBuurten;182;Nieuwland;Buurt 'Nieuwland' (BU04820503) is een buurt in wijk 'Wijk 05 Bedrijventerrein' in de gemeente 'Alblasserdam'.;BU04820503
WK048206;GM0482;WijkenEnBuurten;183;Wijk 06 Landelijk gebied;Wijk 'Wijk 06 Landelijk gebied' (WK048206) is een wijk in de gemeente 'Alblasserdam'.;WK048206
BU04820601;GM0482;WijkenEnBuurten;184;Polder Blokweer;Buurt 'Polder Blokweer' (BU04820601) is een buurt in wijk 'Wijk 06 Landelijk gebied' in de gemeente 'Alblasserdam'.;BU04820601
BU04820602;GM0482;WijkenEnBuurten;185;Polder Kortland;Buurt 'Polder Kortland' (BU04820602) is een buurt in wijk 'Wijk 06 Landelijk gebied' in de gemeente 'Alblasserdam'.;BU04820602
BU04820603;GM0482;WijkenEnBuurten;186;Polder Souburgh;Buurt 'Polder Souburgh' (BU04820603) is een buurt in wijk 'Wijk 06 Landelijk gebied' in de gemeente 'Alblasserdam'.;BU04820603
BU04820604;GM0482;WijkenEnBuurten;187;Polder Vinkenwaard;Buurt 'Polder Vinkenwaard' (BU04820604) is een buurt in wijk 'Wijk 06 Landelijk gebied' in de gemeente 'Alblasserdam'.;BU04820604
GM0613;GM;WijkenEnBuurten;188;Albrandswaard;Gemeente 'Albrandswaard' (GM0613);GM0613
WK061301;GM0613;WijkenEnBuurten;189;Wijk 01 Poortugaal-Noord;Wijk 'Wijk 01 Poortugaal-Noord' (WK061301) is een wijk in de gemeente 'Albrandswaard'.;WK061301
BU06130101;GM0613;WijkenEnBuurten;190;Valckesteyn;Buurt 'Valckesteyn' (BU06130101) is een buurt in wijk 'Wijk 01 Poortugaal-Noord' in de gemeente 'Albrandswaard'.;BU06130101
BU06130102;GM0613;WijkenEnBuurten;191;Zwaardijk-Kruisdijk;Buurt 'Zwaardijk-Kruisdijk' (BU06130102) is een buurt in wijk 'Wijk 01 Poortugaal-Noord' in de gemeente 'Albrandswaard'.;BU06130102
BU06130103;GM0613;WijkenEnBuurten;192;Poortugaal;Buurt 'Poortugaal' (BU06130103) is een buurt in wijk 'Wijk 01 Poortugaal-Noord' in de gemeente 'Albrandswaard'.;BU06130103
BU06130104;GM0613;WijkenEnBuurten;193;Buitengebied Poortugaal;Buurt 'Buitengebied Poortugaal' (BU06130104) is een buurt in wijk 'Wijk 01 Poortugaal-Noord' in de gemeente 'Albrandswaard'.;BU06130104
WK061302;GM0613;WijkenEnBuurten;194;Wijk 02 Rhoon-Noord;Wijk 'Wijk 02 Rhoon-Noord' (WK061302) is een wijk in de gemeente 'Albrandswaard'.;WK061302
BU06130205;GM0613;WijkenEnBuurten;195;Rhoon Noord;Buurt 'Rhoon Noord' (BU06130205) is een buurt in wijk 'Wijk 02 Rhoon-Noord' in de gemeente 'Albrandswaard'.;BU06130205
BU06130207;GM0613;WijkenEnBuurten;196;Buitengebied Rhoon-Noord;Buurt 'Buitengebied Rhoon-Noord' (BU06130207) is een buurt in wijk 'Wijk 02 Rhoon-Noord' in de gemeente 'Albrandswaard'.;BU06130207
WK061303;GM0613;WijkenEnBuurten;197;Wijk 03 Poortugaal-Zuid;Wijk 'Wijk 03 Poortugaal-Zuid' (WK061303) is een wijk in de gemeente 'Albrandswaard'.;WK061303
BU06130308;GM0613;WijkenEnBuurten;198;Beatrixstraat;Buurt 'Beatrixstraat' (BU06130308) is een buurt in wijk 'Wijk 03 Poortugaal-Zuid' in de gemeente 'Albrandswaard'.;BU06130308
BU06130309;GM0613;WijkenEnBuurten;199;Landweg;Buurt 'Landweg' (BU06130309) is een buurt in wijk 'Wijk 03 Poortugaal-Zuid' in de gemeente 'Albrandswaard'.;BU06130309
BU06130310;GM0613;WijkenEnBuurten;200;Poortugaal-Centrum;Buurt 'Poortugaal-Centrum' (BU06130310) is een buurt in wijk 'Wijk 03 Poortugaal-Zuid' in de gemeente 'Albrandswaard'.;BU06130310
BU06130311;GM0613;WijkenEnBuurten;201;Poortugaal Zuid;Buurt 'Poortugaal Zuid' (BU06130311) is een buurt in wijk 'Wijk 03 Poortugaal-Zuid' in de gemeente 'Albrandswaard'.;BU06130311
BU06130312;GM0613;WijkenEnBuurten;202;Polder Albrandswaard;Buurt 'Polder Albrandswaard' (BU06130312) is een buurt in wijk 'Wijk 03 Poortugaal-Zuid' in de gemeente 'Albrandswaard'.;BU06130312
BU06130313;GM0613;WijkenEnBuurten;203;Kijvelanden;Buurt 'Kijvelanden' (BU06130313) is een buurt in wijk 'Wijk 03 Poortugaal-Zuid' in de gemeente 'Albrandswaard'.;BU06130313
WK061304;GM0613;WijkenEnBuurten;204;Wijk 04 Rhoon-Zuid;Wijk 'Wijk 04 Rhoon-Zuid' (WK061304) is een wijk in de gemeente 'Albrandswaard'.;WK061304
BU06130414;GM0613;WijkenEnBuurten;205;Rhoon-Centrum;Buurt 'Rhoon-Centrum' (BU06130414) is een buurt in wijk 'Wijk 04 Rhoon-Zuid' in de gemeente 'Albrandswaard'.;BU06130414
BU06130415;GM0613;WijkenEnBuurten;206;Ghijseland;Buurt 'Ghijseland' (BU06130415) is een buurt in wijk 'Wijk 04 Rhoon-Zuid' in de gemeente 'Albrandswaard'.;BU06130415
BU06130416;GM0613;WijkenEnBuurten;207;Overhoeken;Buurt 'Overhoeken' (BU06130416) is een buurt in wijk 'Wijk 04 Rhoon-Zuid' in de gemeente 'Albrandswaard'.;BU06130416
BU06130417;GM0613;WijkenEnBuurten;208;Park Rhoon;Buurt 'Park Rhoon' (BU06130417) is een buurt in wijk 'Wijk 04 Rhoon-Zuid' in de gemeente 'Albrandswaard'.;BU06130417
BU06130418;GM0613;WijkenEnBuurten;209;Rhoon-Zuidoost;Buurt 'Rhoon-Zuidoost' (BU06130418) is een buurt in wijk 'Wijk 04 Rhoon-Zuid' in de gemeente 'Albrandswaard'.;BU06130418
BU06130419;GM0613;WijkenEnBuurten;210;Tijsjesdijk;Buurt 'Tijsjesdijk' (BU06130419) is een buurt in wijk 'Wijk 04 Rhoon-Zuid' in de gemeente 'Albrandswaard'.;BU06130419
BU06130420;GM0613;WijkenEnBuurten;211;Buitengebied Rhoon-Zuid;Buurt 'Buitengebied Rhoon-Zuid' (BU06130420) is een buurt in wijk 'Wijk 04 Rhoon-Zuid' in de gemeente 'Albrandswaard'.;BU06130420
WK061305;GM0613;WijkenEnBuurten;212;Wijk 05 Buitengebied Albrandswaard;Wijk 'Wijk 05 Buitengebied Albrandswaard' (WK061305) is een wijk in de gemeente 'Albrandswaard'.;WK061305
BU06130521;GM0613;WijkenEnBuurten;213;Portland-Koedoodzone;Buurt 'Portland-Koedoodzone' (BU06130521) is een buurt in wijk 'Wijk 05 Buitengebied Albrandswaard' in de gemeente 'Albrandswaard'.;BU06130521
BU06130522;GM0613;WijkenEnBuurten;214;Buitengebied;Buurt 'Buitengebied' (BU06130522) is een buurt in wijk 'Wijk 05 Buitengebied Albrandswaard' in de gemeente 'Albrandswaard'.;BU06130522
WK061306;GM0613;WijkenEnBuurten;215;Wijk 06 Portland;Wijk 'Wijk 06 Portland' (WK061306) is een wijk in de gemeente 'Albrandswaard'.;WK061306
BU06130623;GM0613;WijkenEnBuurten;216;Driehoek;Buurt 'Driehoek' (BU06130623) is een buurt in wijk 'Wijk 06 Portland' in de gemeente 'Albrandswaard'.;BU06130623
BU06130624;GM0613;WijkenEnBuurten;217;Portland-Centrum;Buurt 'Portland-Centrum' (BU06130624) is een buurt in wijk 'Wijk 06 Portland' in de gemeente 'Albrandswaard'.;BU06130624
BU06130625;GM0613;WijkenEnBuurten;218;Wijkpark Portland;Buurt 'Wijkpark Portland' (BU06130625) is een buurt in wijk 'Wijk 06 Portland' in de gemeente 'Albrandswaard'.;BU06130625
BU06130626;GM0613;WijkenEnBuurten;219;De Eilanden;Buurt 'De Eilanden' (BU06130626) is een buurt in wijk 'Wijk 06 Portland' in de gemeente 'Albrandswaard'.;BU06130626
WK061307;GM0613;WijkenEnBuurten;220;Wijk 07 Rotterdam-Albrandswaard;Wijk 'Wijk 07 Rotterdam-Albrandswaard' (WK061307) is een wijk in de gemeente 'Albrandswaard'.;WK061307
BU06130706;GM0613;WijkenEnBuurten;221;Distripark;Buurt 'Distripark' (BU06130706) is een buurt in wijk 'Wijk 07 Rotterdam-Albrandswaard' in de gemeente 'Albrandswaard'.;BU06130706
GM0361;GM;WijkenEnBuurten;222;Alkmaar;Gemeente 'Alkmaar' (GM0361);GM0361
WK036101;GM0361;WijkenEnBuurten;223;Zuid;Wijk 'Zuid' (WK036101) is een wijk in de gemeente 'Alkmaar'.;WK036101
BU03610100;GM0361;WijkenEnBuurten;224;Kooimeer;Buurt 'Kooimeer' (BU03610100) is een buurt in wijk 'Zuid' in de gemeente 'Alkmaar'.;BU03610100
BU03610101;GM0361;WijkenEnBuurten;225;Dillenburg en Stadhouderskwartier;Buurt 'Dillenburg en Stadhouderskwartier' (BU03610101) is een buurt in wijk 'Zuid' in de gemeente 'Alkmaar'.;BU03610101
BU03610102;GM0361;WijkenEnBuurten;226;Staatsliedenkwartier en Landstraten;Buurt 'Staatsliedenkwartier en Landstraten' (BU03610102) is een buurt in wijk 'Zuid' in de gemeente 'Alkmaar'.;BU03610102
BU03610103;GM0361;WijkenEnBuurten;227;Oud-Rochdale;Buurt 'Oud-Rochdale' (BU03610103) is een buurt in wijk 'Zuid' in de gemeente 'Alkmaar'.;BU03610103
BU03610104;GM0361;WijkenEnBuurten;228;Emmakwartier;Buurt 'Emmakwartier' (BU03610104) is een buurt in wijk 'Zuid' in de gemeente 'Alkmaar'.;BU03610104
BU03610105;GM0361;WijkenEnBuurten;229;Nassaukwartier en Hout;Buurt 'Nassaukwartier en Hout' (BU03610105) is een buurt in wijk 'Zuid' in de gemeente 'Alkmaar'.;BU03610105
BU03610106;GM0361;WijkenEnBuurten;230;Oranjepark;Buurt 'Oranjepark' (BU03610106) is een buurt in wijk 'Zuid' in de gemeente 'Alkmaar'.;BU03610106
BU03610107;GM0361;WijkenEnBuurten;231;Cranenbroek;Buurt 'Cranenbroek' (BU03610107) is een buurt in wijk 'Zuid' in de gemeente 'Alkmaar'.;BU03610107
BU03610108;GM0361;WijkenEnBuurten;232;Bloemwijk en Zocherkwartier;Buurt 'Bloemwijk en Zocherkwartier' (BU03610108) is een buurt in wijk 'Zuid' in de gemeente 'Alkmaar'.;BU03610108
BU03610109;GM0361;WijkenEnBuurten;233;Burgemeesterskwartier;Buurt 'Burgemeesterskwartier' (BU03610109) is een buurt in wijk 'Zuid' in de gemeente 'Alkmaar'.;BU03610109
WK036102;GM0361;WijkenEnBuurten;234;Oudorp;Wijk 'Oudorp' (WK036102) is een wijk in de gemeente 'Alkmaar'.;WK036102
BU03610200;GM0361;WijkenEnBuurten;235;Rekerbuurt en Ooievaarsnest;Buurt 'Rekerbuurt en Ooievaarsnest' (BU03610200) is een buurt in wijk 'Oudorp' in de gemeente 'Alkmaar'.;BU03610200
BU03610201;GM0361;WijkenEnBuurten;236;Oudorp-Noord en Oudorp-Oost;Buurt 'Oudorp-Noord en Oudorp-Oost' (BU03610201) is een buurt in wijk 'Oudorp' in de gemeente 'Alkmaar'.;BU03610201
BU03610202;GM0361;WijkenEnBuurten;237;Oudorp-Centrum;Buurt 'Oudorp-Centrum' (BU03610202) is een buurt in wijk 'Oudorp' in de gemeente 'Alkmaar'.;BU03610202
BU03610203;GM0361;WijkenEnBuurten;238;Schermereiland en Omval;Buurt 'Schermereiland en Omval' (BU03610203) is een buurt in wijk 'Oudorp' in de gemeente 'Alkmaar'.;BU03610203
BU03610204;GM0361;WijkenEnBuurten;239;Oudorperpolder-Zuid;Buurt 'Oudorperpolder-Zuid' (BU03610204) is een buurt in wijk 'Oudorp' in de gemeente 'Alkmaar'.;BU03610204
BU03610205;GM0361;WijkenEnBuurten;240;Oudorperpolder-Midden;Buurt 'Oudorperpolder-Midden' (BU03610205) is een buurt in wijk 'Oudorp' in de gemeente 'Alkmaar'.;BU03610205
BU03610206;GM0361;WijkenEnBuurten;241;Oudorperpolder-Noord;Buurt 'Oudorperpolder-Noord' (BU03610206) is een buurt in wijk 'Oudorp' in de gemeente 'Alkmaar'.;BU03610206
BU03610208;GM0361;WijkenEnBuurten;242;De Nollen;Buurt 'De Nollen' (BU03610208) is een buurt in wijk 'Oudorp' in de gemeente 'Alkmaar'.;BU03610208
BU03610209;GM0361;WijkenEnBuurten;243;Beverkoog;Buurt 'Beverkoog' (BU03610209) is een buurt in wijk 'Oudorp' in de gemeente 'Alkmaar'.;BU03610209
WK036103;GM0361;WijkenEnBuurten;244;Overdie;Wijk 'Overdie' (WK036103) is een wijk in de gemeente 'Alkmaar'.;WK036103
BU03610300;GM0361;WijkenEnBuurten;245;Oud-Overdie;Buurt 'Oud-Overdie' (BU03610300) is een buurt in wijk 'Overdie' in de gemeente 'Alkmaar'.;BU03610300
BU03610301;GM0361;WijkenEnBuurten;246;Oosterhout;Buurt 'Oosterhout' (BU03610301) is een buurt in wijk 'Overdie' in de gemeente 'Alkmaar'.;BU03610301
BU03610302;GM0361;WijkenEnBuurten;247;Overdie-Oost;Buurt 'Overdie-Oost' (BU03610302) is een buurt in wijk 'Overdie' in de gemeente 'Alkmaar'.;BU03610302
BU03610303;GM0361;WijkenEnBuurten;248;Overdie-West;Buurt 'Overdie-West' (BU03610303) is een buurt in wijk 'Overdie' in de gemeente 'Alkmaar'.;BU03610303
BU03610308;GM0361;WijkenEnBuurten;249;Boekelermeer-Zuid;Buurt 'Boekelermeer-Zuid' (BU03610308) is een buurt in wijk 'Overdie' in de gemeente 'Alkmaar'.;BU03610308
BU03610309;GM0361;WijkenEnBuurten;250;Boekelermeer-Noord;Buurt 'Boekelermeer-Noord' (BU03610309) is een buurt in wijk 'Overdie' in de gemeente 'Alkmaar'.;BU03610309
WK036104;GM0361;WijkenEnBuurten;251;West;Wijk 'West' (WK036104) is een wijk in de gemeente 'Alkmaar'.;WK036104
BU03610400;GM0361;WijkenEnBuurten;252;De Hoef III en IV;Buurt 'De Hoef III en IV' (BU03610400) is een buurt in wijk 'West' in de gemeente 'Alkmaar'.;BU03610400
BU03610401;GM0361;WijkenEnBuurten;253;De Hoef I en II;Buurt 'De Hoef I en II' (BU03610401) is een buurt in wijk 'West' in de gemeente 'Alkmaar'.;BU03610401
BU03610402;GM0361;WijkenEnBuurten;254;Bergerwegkwartier;Buurt 'Bergerwegkwartier' (BU03610402) is een buurt in wijk 'West' in de gemeente 'Alkmaar'.;BU03610402
BU03610403;GM0361;WijkenEnBuurten;255;Bergerhof en Blaeustraatkwartier;Buurt 'Bergerhof en Blaeustraatkwartier' (BU03610403) is een buurt in wijk 'West' in de gemeente 'Alkmaar'.;BU03610403
BU03610404;GM0361;WijkenEnBuurten;256;Bergermeer;Buurt 'Bergermeer' (BU03610404) is een buurt in wijk 'West' in de gemeente 'Alkmaar'.;BU03610404
BU03610409;GM0361;WijkenEnBuurten;257;Landelijk gebied-West;Buurt 'Landelijk gebied-West' (BU03610409) is een buurt in wijk 'West' in de gemeente 'Alkmaar'.;BU03610409
WK036105;GM0361;WijkenEnBuurten;258;Huiswaard;Wijk 'Huiswaard' (WK036105) is een wijk in de gemeente 'Alkmaar'.;WK036105
BU03610500;GM0361;WijkenEnBuurten;259;Huiswaard-1-Zuid;Buurt 'Huiswaard-1-Zuid' (BU03610500) is een buurt in wijk 'Huiswaard' in de gemeente 'Alkmaar'.;BU03610500
BU03610501;GM0361;WijkenEnBuurten;260;Muiderwaard;Buurt 'Muiderwaard' (BU03610501) is een buurt in wijk 'Huiswaard' in de gemeente 'Alkmaar'.;BU03610501
BU03610502;GM0361;WijkenEnBuurten;261;Huiswaard-2-West;Buurt 'Huiswaard-2-West' (BU03610502) is een buurt in wijk 'Huiswaard' in de gemeente 'Alkmaar'.;BU03610502
BU03610503;GM0361;WijkenEnBuurten;262;Huiswaard-2-Oost;Buurt 'Huiswaard-2-Oost' (BU03610503) is een buurt in wijk 'Huiswaard' in de gemeente 'Alkmaar'.;BU03610503
WK036106;GM0361;WijkenEnBuurten;263;De Mare;Wijk 'De Mare' (WK036106) is een wijk in de gemeente 'Alkmaar'.;WK036106
BU03610600;GM0361;WijkenEnBuurten;264;'t Rak-Zuid;Buurt ''t Rak-Zuid' (BU03610600) is een buurt in wijk 'De Mare' in de gemeente 'Alkmaar'.;BU03610600
BU03610601;GM0361;WijkenEnBuurten;265;'t Rak-Noord;Buurt ''t Rak-Noord' (BU03610601) is een buurt in wijk 'De Mare' in de gemeente 'Alkmaar'.;BU03610601
BU03610602;GM0361;WijkenEnBuurten;266;De Horn-Noord;Buurt 'De Horn-Noord' (BU03610602) is een buurt in wijk 'De Mare' in de gemeente 'Alkmaar'.;BU03610602
BU03610603;GM0361;WijkenEnBuurten;267;De Horn-Zuid;Buurt 'De Horn-Zuid' (BU03610603) is een buurt in wijk 'De Mare' in de gemeente 'Alkmaar'.;BU03610603
BU03610604;GM0361;WijkenEnBuurten;268;De Mare;Buurt 'De Mare' (BU03610604) is een buurt in wijk 'De Mare' in de gemeente 'Alkmaar'.;BU03610604
WK036107;GM0361;WijkenEnBuurten;269;Daalmeer/Koedijk;Wijk 'Daalmeer/Koedijk' (WK036107) is een wijk in de gemeente 'Alkmaar'.;WK036107
BU03610700;GM0361;WijkenEnBuurten;270;Daalmeer-Zuidoost;Buurt 'Daalmeer-Zuidoost' (BU03610700) is een buurt in wijk 'Daalmeer/Koedijk' in de gemeente 'Alkmaar'.;BU03610700
